11.459878230058138, 2.5151914670427016e-8
12.769861361884608, 2.2782404247645287e-8
14.266591662552074, 2.0594877055973397e-8
18.194513591370097, 1.62934392228863e-8
20.064317190317013, 1.4861978812788906e-8
22.12074704422521, 1.3579754044698743e-8
27.72851686698432, 1.084108065396234e-8
30.531667658379988, 9.908322161210203e-9
33.14777516531093, 9.157237208717154e-9
40.62171500155051, 7.459316826399239e-9
44.545011974470086, 6.8065497630559696e-9
47.533886485082164, 6.4076670888682e-9
55.93998821003795, 5.4247692534233124e-9
60.049262114681724, 5.058963720298427e-9
63.41129160774106, 4.793405123186441e-9
72.74993041336815, 4.1691222896702695e-9
76.85870967032226, 3.9477824154487545e-9
80.78063458476926, 3.758086413523402e-9
91.05213047783828, 3.3250512082060227e-9
95.16055641501406, 3.1830348769396887e-9
99.26893524288606, 3.0515164892900297e-9
101.50945373059203, 3.020553305094954e-9
110.47342383089291, 2.7350245839378455e-9
114.58160244422386, 2.6382651032448706e-9
118.68979283488072, 2.5440041503813633e-9
120.93025243595697, 2.522770126293755e-9
130.26716333962042, 2.3143661268417976e-9
134.37522417969194, 2.240615957500745e-9
138.48321435580777, 2.1739506543977997e-9
140.72389772607693, 2.1409722531443015e-9
150.43363165984357, 1.9972077379569328e-9
154.5415747266556, 1.9406032841370597e-9
158.64944712951194, 1.889718788348665e-9
160.89013049978115, 1.8610521282603218e-9
170.5995582230732, 1.7525642943415551e-9
174.7073599619739, 1.7103353633895609e-9
178.81517347820056, 1.6685175353974363e-9
181.24246268939942, 1.6470890258131856e-9
191.13847269896922, 1.555869147071314e-9
195.24620377391426, 1.521693837513891e-9
199.35392307153336, 1.4888101159799778e-9
201.96777101435805, 1.475305003894493e-9
212.0504339741613, 1.3948627849396805e-9
216.15809438515072, 1.3672017242956e-9
220.26575479614002, 1.3400892009587131e-9
222.69301456402405, 1.3240809772830484e-9
232.58868891980438, 1.263770758221513e-9
236.6962904441641, 1.2409620288152521e-9
240.80390374584965, 1.2181222269025568e-9
243.41778309487688, 1.2059034262239206e-9
253.50009666067712, 1.1525083503397813e-9
257.60767463038485, 1.132530492529062e-9
261.7152526000926, 1.1128989357256958e-9
264.3291044686926, 1.1026701703784112e-9
274.4113159643347, 1.0571702129389155e-9
278.5188468247386, 1.0403560707229335e-9
282.6264012397945, 1.0230655511303598e-9
285.24020992486606, 1.0150139698432638e-9
295.32235860810306, 9.750188175672762e-10
299.42988946850704, 9.595112816367438e-10
303.5373732196073, 9.456238951437352e-10
306.1512290139826, 9.36819089156639e-10
316.233283478612, 9.025249961652684e-10
320.3407436750603, 8.901090645557089e-10
324.4482156488346, 8.775449927064405e-10
327.06207536898523, 8.692687772156569e-10
337.51746714028405, 8.381545334808897e-10
341.6249155594064, 8.269245763793826e-10
345.7323639785288, 8.15845083102223e-10
348.15951775047927, 8.087399274771405e-10
358.4281329096222, 7.820640010043448e-10
362.5355577740927, 7.721465384334496e-10
366.6429826385632, 7.623548405873295e-10
369.2567442143309, 7.574552589160559e-10
379.3386926830269, 7.321175842229672e-10
383.44609399284553, 7.233590239940598e-10
387.55351885731596, 7.141860074166829e-10
390.16733146816284, 7.084795026890228e-10
400.6225465795725, 6.868541873163169e-10
404.729959666717, 6.783905659356113e-10
408.83734919920965, 6.705183716179017e-10
411.451067591449, 6.670972708245004e-10
421.53296502506583, 6.45798284129577e-10
425.64035455755845, 6.383042978656292e-10
429.7477440900511, 6.308972734774059e-10
432.3615252946955, 6.264630298286094e-10
442.8166775937001, 6.085193504240896e-10
446.92406712619277, 6.014579571601398e-10
451.03144488135945, 5.946945697858444e-10
453.64513186739623, 5.922339479192111e-10
463.72695471128213, 5.746461793749362e-10
467.8343089117968, 5.685973796791999e-10
471.9416866669636, 5.622035090968946e-10
474.55546002005724, 5.583873343567894e-10
485.01054950665696, 5.434457434423668e-10
489.1179272618235, 5.373347027020178e-10
493.22528146233833, 5.316786484152798e-10
495.8390234092295, 5.285816348520666e-10
499.94689973786126, 5.146593693101557e-10
